"","01[PQC_TK-CMV]","14[E8850_TK-CMV]","15[E8850_TK-CMV]","16[E8850_TK-CMV]","01[PQC_K-CMV]","11[HA259_K-CMV]","12[HA298_K-CMV]","13[HA334_K-CMV]"
"neg_00801_C06426",16.617916982324,17.1023724537914,16.1706824310391,16.9042340736782,17.6031994486039,18.2314669465432,17.4218487791858,17.2585273621029
"neg_00807_C06429",17.5385876352396,18.0598920834947,17.061711313247,17.6851088411469,18.9343304804273,18.4407977317389,18.8109397177793,19.3026435507247
"neg_00813_C01262",16.0059244181514,15.8457358100822,15.492227787118,15.7628798334546,15.4041612583432,16.2042263890603,15.1466902492921,15.0121322316877
"neg_00848_C00879",16.0723481459117,16.1126390839203,16.031300593011,15.747600685324,16.7997641350181,16.5314860178335,17.3428875433741,17.2210713826206
"neg_00857_C00475",15.2312481716068,15.1846394176978,14.7915146118745,15.3240138586645,17.0667054557774,15.2384709701237,18.0281110124526,17.121119430184
"neg_00866_C00386",16.7157548572615,16.891375289326,16.3891174998125,16.8986284478693,14.8511851208157,15.1438103844205,14.9502291732946,14.9079967489233
"neg_00872_C00318",17.3728330189295,17.2275487839849,17.1151778936701,17.1897500536629,16.8944745554546,17.0317084909619,17.0129844401545,16.6578587850841
"neg_00890_C01685",15.918128475495,16.283322912532,15.7052186922737,15.9690827972925,16.3540101068444,16.5383461198721,17.0679649244448,17.0761388058741
"neg_00908_C01004",15.9736208803214,16.2087452926859,15.8383674246294,15.9072546281235,15.6638423639968,15.608206615399,16.4542108566816,15.1039886488471
"neg_00921_C00805",14.8452292682903,14.5346131688126,14.4931420563253,14.6575714942247,15.3830417804579,15.065513558206,16.0041482743574,15.920113501174
"neg_00930_C00257",16.7631670071256,16.9256302868827,17.0822026605775,16.0352670656415,16.8175226874407,15.1295157053443,16.4054139124497,14.8315975514284
"neg_00942_C00191",15.9618569312728,15.7627969178908,14.7127168569534,16.0731705241051,16.2970298297714,16.1510058612487,15.3103881678979,16.0986160182947
"neg_00987_C01046",15.7039737413039,15.6066018843114,15.7475621014792,15.5846456914488,17.8727325504537,15.6159744484962,18.7980605395055,18.9856929995514
"neg_01018_C02180",13.5586182754822,13.9676843949576,13.6744557147394,13.8095957477303,14.1007099913526,13.6849243801333,18.3255163992966,16.9186268608691
"neg_01020_C03242",15.8795860045747,16.1509174122156,15.3787523311151,15.9349659701669,16.4737167083021,16.896283849722,16.2925506752623,16.1679198568696
"neg_01243_C19501",20.5810194415376,20.9604064754038,19.9533167531924,20.500701432126,20.4109342526484,21.3037811570041,20.9244915135713,20.7294547045313
"neg_01267_C00082",16.4210427996112,16.5081562520675,16.2427158887282,16.4605406059802,20.6043651604873,17.5214573002304,21.3160723512407,21.2277554341986
"neg_01277_C00299|",16.0696866108415,16.3831515738191,15.9912661360284,16.2135499385508,19.5468667604415,16.5601193229139,20.3045942669536,20.280024416271
"neg_01306_C00051",12.7948181856931,13.6133017188695,12.818459162034,13.9973554429726,19.6939456100208,14.4725234354363,19.2306933062587,21.869201112421
"neg_01362_C00847",15.8800999824962,15.5133418847522,15.395470817368,15.7004120633387,14.6952628757409,14.8546009801075,15.0273269118075,14.6223157457634
"neg_01367_C16513",15.0505439279617,15.5254299037502,14.5246313581649,15.0782692223819,16.108296998189,16.1529661988644,16.0420761002236,16.2738842290121
"neg_01416_|C00803",18.035358656197,18.085162566343,18.2594890139319,18.093186384832,17.83578838458,18.4947316304192,17.9106363094636,17.9412008034405
"neg_01420_C02710",15.2750399098495,15.7064689376547,15.0807777953155,16.0002455443383,15.7490159833694,15.8510172564118,16.3787655457493,15.4586178101608
"neg_01439_C00212",14.8903566291564,14.5532575965689,14.6484581590592,14.8888302383855,14.3046785663601,13.3230958638481,14.2531227961683,14.5826797320893
"neg_01464_C00387",14.9099308763045,15.001713550031,15.0217320363113,15.0871466339968,17.3416420233843,14.1758956285628,17.7972815389409,18.0953246163658
"neg_01498_C00263",15.1708410693416,15.2167745718749,14.8660906104714,14.8598389646115,15.5348744115944,15.5691969111117,15.7784539827384,15.6986283128783
"neg_01640_C03045|",14.1062995899703,13.7363882371908,14.2699383927912,13.7633242882266,13.5297409973891,13.5433073176841,12.9136017834834,13.092927211863
"neg_01650_C16527",15.4663356705011,15.4973785404003,15.0313184038573,15.2998334671902,16.201120808486,16.2977560441573,16.1688431732529,16.3659833983913
"neg_01696_C00022",19.1983716830275,16.8063657469314,16.5512366708988,16.6273974667663,20.052415427186,18.9781390360993,20.5461336452926,20.6902008711243
"neg_01726_C02305",12.9294628765718,12.6768262756067,13.6669132409958,13.281680840861,13.3079411494737,12.6647456617661,13.7018312895642,13.2296720788246
"neg_01757_C00026",16.0813929406886,15.612813095087,15.7307698120367,15.4184785140757,16.9170593646511,16.3264067934584,17.2507925211736,17.2407894568443
"neg_01771_C01062",14.855197700255,15.3952165609515,14.1814914187491,14.8502727760578,13.2906306274945,14.1051187335998,13.2903357556189,12.8341316598795
"neg_01794_C02656",15.1092283285188,14.8194770102254,15.5751980117864,14.9236907128837,14.317591675622,14.1017817425662,14.678610849078,15.0741274477072
"neg_01932_C07086",22.5716211895228,22.2075419531707,22.9891370718542,22.1064603489624,21.6876118899341,21.7963071628792,22.0031142066145,22.1343520416578
"neg_01940_C00418",18.1276622438821,18.0024379058976,18.6352815884718,17.8957283260451,20.7088448665483,18.3266430249883,21.5473564397672,20.490786037314
"neg_01974_C04067",15.7029384811692,15.0345216497335,13.7234409095432,15.1558279574255,14.3158005268486,14.9872308266336,14.4004789627159,14.8532273588934
"neg_02055_C07588",14.9579493330165,15.0674226829764,14.670009490835,14.8067845497655,15.3808524487282,14.8152086020218,14.6846772889219,15.001219181484
"neg_02088_C00149",22.1594523150319,22.1715610502781,22.108066274502,22.1308245036984,21.9359696150183,21.7694075246832,22.1420855692473,21.7583618253517
"neg_02096_C05629",20.8445132332679,20.7148070870006,20.6589448494625,20.9535097485794,20.2871497019936,20.3636449392323,16.497545867513,21.7389689482612
"neg_02097_C05629",20.5782174778052,20.4945144187806,20.0116203587466,20.7967283845065,20.0673985761135,20.657516314815,15.7507865265323,21.2069453160888
"neg_02109_C00295",14.91866950094,14.9388977120353,14.2737718394742,15.1067550198799,18.5692163221115,16.1034350608219,19.563788272047,19.2165992810578
"neg_02113_C01762",16.7350512528881,17.0111889386338,16.5758822509921,17.374053004291,18.6739274910677,18.4407977317389,19.4506674160996,19.6506596570179
"neg_02132_C00525",11.4695088757558,12.0942228010039,13.4611012730526,11.4099597257112,17.4113472043339,13.2265912184894,18.3339491004882,18.5898635018043
"neg_02139_C04083",16.9385851074825,17.2609199946798,16.7737628049135,16.9036082773078,17.3841639117389,16.8679670524066,17.950025748587,17.8134052733769
"neg_02145_C00074",14.6129617910806,14.2501909650325,14.4349397335789,14.1247549566924,17.5797392785062,17.0636486714703,18.3126235077108,18.6197124013284
"neg_02147_C00109",17.4583398227294,17.3659753254693,17.9494942569615,17.4949133438165,17.16246933094,17.4787025249002,17.5227681577238,17.3857686420389
"neg_02170_C03406",16.8312620171308,16.8117486079864,16.9705440612134,16.6112323610404,17.0801942704454,17.0216239001036,17.6473500439824,16.9199443968424
"neg_02176_C01005",16.903982988834,16.2615031766249,16.3939252555482,16.8005137200831,16.9810236854724,16.6053460429219,17.1932203834934,17.1364130886078
"neg_02177_C00491",11.8574735858526,11.9956691908503,12.0916406313056,11.7820702236338,16.7302712207148,12.9935039031315,15.6152049757721,14.9087048504174
"neg_02206_C02067",14.7118866514002,14.6319665190792,14.5399943050586,14.6661059209589,16.285208445301,14.3791756007957,16.5978842744388,17.855388188035
"neg_02215_C00015",14.7796495060119,14.6010789654944,14.6650979173481,14.4448161295294,16.3586186077231,14.7045433736751,16.8052775844745,16.4786027740186
"neg_02344_C00345",16.0003517254032,15.1540226600027,15.064263398181,15.4059918559663,14.5114642433702,15.5337586270985,14.6630008167527,14.5319768210842
"neg_02358_C05122",14.8257146714248,14.014501617444,15.2055472554335,14.3830162464974,11.9634681335458,13.082683919061,16.5978842744388,14.5047241205895
"neg_02373_C16526",14.1160866241064,13.9677332276907,13.8140287842659,13.898209422371,14.0126636301528,14.886104726762,13.8475458592238,13.6345473199185
"neg_02520_C00581",16.0249542648616,15.868838061031,15.7679852443488,15.8817370012858,16.2418880584895,15.9631156176274,16.6737237549901,16.5053426637566
"neg_02587_C02353|C00575",12.9188471765775,13.1506905898096,12.8771322924062,13.2711035395987,13.5091885634896,13.6954353251506,12.9953227550955,12.9605747964178
"neg_02620_|C00141",16.1413392340185,15.5945347790918,16.3679998832845,15.6232481641125,15.989043428158,15.531908677027,16.7852532565566,16.2023342025083
"neg_02651_C01083|C00243|C00089|C00208|C06422|",15.3720134595326,15.3905498256675,15.1743586839767,15.2007710163883,14.8450403207759,14.8129139028165,14.7691266748716,14.6167509617638
"neg_02683_C14829",15.0929921987176,14.8942073232325,15.6185427610145,14.702401947044,13.8685048469908,15.0320920934235,13.1426403373229,13.0794934979366
"neg_02693_C01234",14.8302186013928,14.8084182832478,14.6205043674908,14.9829334016495,14.3545638480603,14.8213620945716,14.11676233183,14.4601283046583
"neg_02727_C01181",14.6574409789364,14.6876628787394,14.554342436291,14.4143109077294,13.8260166790887,13.6989906244531,13.8716879348683,13.6453318674261
"neg_02893_C00519",12.1693246109892,11.9052231989565,12.4318304944204,12.4348420046385,15.5945142911103,13.6571967092565,16.7654925591244,15.9924383586579
"neg_02897_C06428",13.6991011165303,14.5766095061299,13.427139238782,14.133207821897,15.3395957899691,14.9103559689015,15.6105943962432,15.704945363817
"neg_02928_C05472",12.9718344820241,12.4046897271763,11.8616044833569,12.0566706146212,15.07546810562,12.5781717262055,15.7805580527866,15.6113117330305
"neg_02981_C00328",11.5880480312744,12.9536603756642,12.0916406313056,11.9996565820709,15.0218130756041,12.0028050052887,15.5340560610557,14.6405968170143
"neg_02986_C01494",14.8518617129117,14.4439220481836,14.4669877957921,14.853776959696,14.6823760570035,14.9571350293385,14.6178844952338,14.6327456791387
"neg_03192_C16358|C16357|C16353",16.0307486543812,15.1212380338849,16.7415060934588,15.8817541282669,12.8633246606965,13.6121604391881,12.8799934405274,13.8021251460376
"neg_03256_C08317|",14.6209629366506,14.3195959773384,14.5544071212203,14.4285429538983,13.3698527056416,13.719583704546,13.7250526708507,13.81207096281
"neg_03357_C00539",22.159850171527,22.013399878526,22.4421711817267,21.8969083343718,22.6789925868957,22.2380396001232,22.8318898196807,22.8806742320085
"neg_03444_C00253",16.6206176926594,16.9131804386523,15.9539139538056,16.8671331362599,16.5667874761385,17.31226662697,16.2800680587406,15.795899579406
"neg_03517_C00048",18.4586263441405,18.3420995452197,18.0840087985323,18.390882829118,18.3524613070113,18.7483462455728,19.1979770323184,19.1436147754555
"neg_03687_C00476|C01508",14.4614800587676,14.4873411617406,14.1994014532642,14.578962107199,14.2578569198294,13.9381985918695,14.4216730231969,14.021791372613
"neg_03701_C02632|C00246",17.6389769304775,17.9565667797838,17.4408203835612,17.748045318548,18.776366279904,18.5855013823514,18.9909461237238,19.1179264255122
"neg_03776_C00181|C02479",11.700746569349,13.6133017188695,11.9218297252162,11.2757004674085,11.9242703151278,11.8096485122263,15.5165009466126,14.6405968170143
"neg_03796_C00645|C00140|C05021",13.8739990028663,13.4205663451386,13.610253041672,13.2163732436266,13.1353180039643,13.3074023326769,13.3794525299329,12.7923787356843
"neg_03870_C05842",13.7343704259004,13.8332074365172,13.6495897503902,13.8533816724868,17.1551616655256,14.3195484916168,17.915655164407,17.6251346007194
"neg_03925_C06470",12.7749959767452,12.8883735038306,12.6960973045547,12.8859340925389,12.0116321118731,13.082683919061,13.1664575552094,13.3892110172446
"neg_03954_C02835",14.5503742106578,13.9037378899767,14.0545348626256,13.9571181897814,14.3123832943468,14.3967905201869,14.3000711818442,14.3147641944404
"neg_03986_C01047",17.9766793693606,27.4564572806319,27.5727893084083,27.5574572287376,27.7436837027204,27.7948097195806,27.6779249907788,27.8949778372664
"neg_04012_C00408",14.0850042529686,13.6826465709869,14.1325285671998,14.3356155532942,14.697094649064,13.9915630978502,14.4036639476061,14.8337599115926
"neg_04426_C00166",12.26832935805,12.2773624847848,12.7120549586422,12.4253991234203,13.0414431132376,12.1605001790593,12.6323513841237,13.1112103151253
"neg_04443_C00008",13.7519165512095,12.9040855037293,13.2627282292272,13.2279202195819,13.9217082844385,13.4869416450968,13.7698140183756,13.4024312350206
"neg_04541_C11512",13.8822940884306,13.9725056772096,14.2727448390328,14.1442111601397,13.7945197170613,14.3036846702355,13.5631785672657,13.6077990706998
"neg_04573_C00314",12.9148783931012,13.0998533282529,12.5256013817551,12.9136321111135,13.6596843190838,12.9482516966694,13.5747879508265,13.6378634234597
"neg_04626_C00041",21.2408174701651,21.136538466115,21.130112423395,21.1234636755158,21.6025130091569,21.4075205051984,21.7763846943811,21.6542238222701
"neg_04627_C00123",22.7861289013679,22.7949409223804,22.452371362787,22.648006620317,23.4473870492705,23.3313624249253,23.6325941454513,22.3302042618674
"pos_00009_C00183||C01799",28.5978302348135,28.7131225613659,28.5727301808035,28.6867088213234,28.140631377122,28.3786396656032,27.899284991894,28.1568682085415
"pos_00011_C00791",24.3813049582993,24.4315027460859,24.3742278189668,24.2790292327458,23.888843824339,24.8643685588862,22.8129390257589,22.8247889503909
"pos_00015_C00300",27.4980510514196,27.4564572806319,27.5727893084083,27.5574572287376,27.7436837027204,27.7948097195806,27.6779249907788,27.8949778372664
